business_id,business_name,business_address,business_city,business_state,business_postal_code,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
36348,El Tepa,2198 Folsom St,San Francisco,CA,94110,,36348_20170112,2017-01-12T00:00:00,92,Routine - Unscheduled,36348_20170112_103157,OSHA certification no present,Low Risk
69786,Drumm Liquors,15 Drumm St,San Francisco,CA,94111,,69786_20170919,2017-09-19T00:00:00,87,Routine - Unscheduled,69786_20170919_103157,OSHA certification no present,Low Risk
73963,Spicy Garden Restaurant,996 Mission St,San Francisco,CA,94103,,73963_20170504,2017-05-04T00:00:00,86,Routine - Unscheduled,73963_20170504_103157,OSHA certification no present,Low Risk
3134,Lee's Deli,222 Front St,San Francisco,CA,94111,,3134_20170919,2017-09-19T00:00:00,85,Routine - Unscheduled,3134_20170919_103162,Other low risk violation,Low Risk
25777,Church Street Cafe,260 Church St,San Francisco,CA,94114,,25777_20170721,2017-07-21T00:00:00,85,Routine - Unscheduled,25777_20170721_103157,OSHA certification no present,Low Risk
82094,Target Store T-3201-Starbucks,225 Bush St #100,San Francisco,CA,94104,,82094_20170816,2017-08-16T00:00:00,92,Routine - Unscheduled,82094_20170816_103157,OSHA certification no present,Low Risk
79052,Street Taco,1607 Haight St,San Francisco,CA,94117,,79052_20170223,2017-02-23T00:00:00,79,Routine - Unscheduled,79052_20170223_103157,OSHA certification no present,Low Risk
88129,SF NEWA,407 Ellis St,San Francisco,CA,94102,14155443876,88129_20170914,2017-09-14T00:00:00,72,Routine - Unscheduled,88129_20170914_103157,OSHA certification no present,Low Risk
1830,Sushi on North Beach,745 Columbus Ave,San Francisco,CA,94133,,1830_20170620,2017-06-20T00:00:00,80,Routine - Unscheduled,1830_20170620_103157,OSHA certification no present,Low Risk
87939,Humphry Slocombe Ice Cream,TFF Event Operations,San Francisco,CA,,,87939_20170617,2017-06-17T00:00:00,91,Routine - Unscheduled,87939_20170617_103157,OSHA certification no present,Low Risk
4152,The Grand Nightclub,520 4th St,San Francisco,CA,94107,,4152_20170130,2017-01-30T00:00:00,87,Routine - Unscheduled,4152_20170130_103157,OSHA certification no present,Low Risk
85952,Juice Craze,3251 20th Ave 5517,San Francisco,CA,94132,14150421739,85952_20170919,2017-09-19T00:00:00,,Reinspection/Followup,85952_20170919_103157,OSHA certification no present,Low Risk
3031,Victor's Pizza,1411 Polk St,San Francisco,CA,94109,,3031_20170807,2017-08-07T00:00:00,79,Routine - Unscheduled,3031_20170807_103157,OSHA certification no present,Low Risk
33865,Nabe,1325 09th Ave,San Francisco,CA,94122,14155732658,33865_20170112,2017-01-12T00:00:00,94,Routine - Unscheduled,33865_20170112_103162,Other low risk violation,Low Risk
27472,SF Bay Club -  Court Commisary,150 Greenwich St,San Francisco,CA,94111,,27472_20170214,2017-02-14T00:00:00,88,Routine - Unscheduled,27472_20170214_103157,OSHA certification no present,Low Risk
61669,Good Eats Cafe,200 Pine St #160,San Francisco,CA,94104,14150296633,61669_20170915,2017-09-15T00:00:00,89,Routine - Unscheduled,61669_20170915_103162,Other low risk violation,Low Risk
73955,Torrez Taqueria Inc.,1338 Ocean Ave,San Francisco,CA,94112,14155588600,73955_20170831,2017-08-31T00:00:00,87,Routine - Unscheduled,73955_20170831_103157,OSHA certification no present,Low Risk
6654,HIEP-THANH MARKET,724 LARKIN St,San Francisco,CA,94109,,6654_20170822,2017-08-22T00:00:00,74,Routine - Unscheduled,6654_20170822_103157,OSHA certification no present,Low Risk
77515,Caribbean Spices,428 11th St,San Francisco,CA,94103,14155292680,77515_20160803,2016-08-03T00:00:00,94,Routine - Unscheduled,77515_20160803_103157,OSHA certification no present,Low Risk
57653,Tacos San Buena #2,79 Sansome St,San Francisco,CA,,14155556127,57653_20170722,2017-07-22T00:00:00,83,Routine - Unscheduled,57653_20170722_103157,OSHA certification no present,Low Risk
75892,Mateo's Bay Area Hot Dogs,Treasure Island,San Francisco,CA,,,75892_20170323,2017-03-23T00:00:00,96,Routine - Unscheduled,75892_20170323_103157,OSHA certification no present,Low Risk
68895,It' Sugar,333 Jefferson St Space B-101,San Francisco,CA,94133,,68895_20170908,2017-09-08T00:00:00,92,Routine - Unscheduled,68895_20170908_103157,OSHA certification no present,Low Risk
38808,PPQ Beef Noodle House,1816 IRVING St,San Francisco,CA,94122,,38808_20170711,2017-07-11T00:00:00,74,Routine - Unscheduled,38808_20170711_103157,OSHA certification no present,Low Risk
37344,Civic Restaurant & Bar,272 McAllister St,San Francisco,CA,94102,,37344_20170214,2017-02-14T00:00:00,77,Routine - Unscheduled,37344_20170214_103157,OSHA certification no present,Low Risk
63940,Mi Pueblito Market,2765 Mission St,San Francisco,CA,94110,,63940_20170202,2017-02-02T00:00:00,88,Routine - Unscheduled,63940_20170202_103157,OSHA certification no present,Low Risk
71057,The Creamery,685 04th St,San Francisco,CA,94107,,71057_20170807,2017-08-07T00:00:00,81,Routine - Unscheduled,71057_20170807_103157,OSHA certification no present,Low Risk
5434,Annie's Hot Dogs,Stockton & O'Farrell St (N/W),San Francisco,CA,94102,,5434_20170418,2017-04-18T00:00:00,98,Routine - Unscheduled,5434_20170418_103157,OSHA certification no present,Low Risk
81297,Togo's,2300 16th St,San Francisco,CA,94103,14155558646,81297_20170309,2017-03-09T00:00:00,90,Routine - Unscheduled,81297_20170309_103159,Worker safety hazards,Low Risk
23557,Yield,2490 03rd St,San Francisco,CA,94107,,23557_20170207,2017-02-07T00:00:00,89,Routine - Unscheduled,23557_20170207_103157,OSHA certification no present,Low Risk
69016,Lahore Karahi,612 O'Farrell St,San Francisco,CA,94109,,69016_20170911,2017-09-11T00:00:00,83,Routine - Unscheduled,69016_20170911_103157,OSHA certification no present,Low Risk
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,14155588745,1296_20170926,2017-09-26T00:00:00,83,Routine - Unscheduled,1296_20170926_103159,Worker safety hazards,Low Risk
69475,"La Corneta, Inc",2834 Diamond St,San Francisco,CA,94131,14155468757,69475_20170531,2017-05-31T00:00:00,92,Routine - Unscheduled,69475_20170531_103162,Other low risk violation,Low Risk
82656,The Pin Up,772 Folsom St,San Francisco,CA,94107,,82656_20170411,2017-04-11T00:00:00,81,Routine - Unscheduled,82656_20170411_103157,OSHA certification no present,Low Risk
65283,Subway,147 Mason St,San Francisco,CA,94102,,65283_20170831,2017-08-31T00:00:00,94,Routine - Unscheduled,65283_20170831_103157,OSHA certification no present,Low Risk
87447,The Castro Republic,2295 Market St,San Francisco,CA,94114,14155930525,87447_20170830,2017-08-30T00:00:00,74,Routine - Unscheduled,87447_20170830_103135,No Security Guard On Site,Low Risk
1003,RINCON PERUANO RESTAURANT,3364 26th St,San Francisco,CA,94110,14155897712,1003_20170823,2017-08-23T00:00:00,86,Routine - Unscheduled,1003_20170823_103162,Other low risk violation,Low Risk
65795,Mr. Pizza Man,2680 22nd St,San Francisco,CA,94110,,65795_20170911,2017-09-11T00:00:00,84,Routine - Unscheduled,65795_20170911_103157,OSHA certification no present,Low Risk
67330,San Tung Restaurant LLC,1031 Irving St,San Francisco,CA,94122,14155240828,67330_20160825,2016-08-25T00:00:00,57,Routine - Unscheduled,67330_20160825_103157,OSHA certification no present,Low Risk
6677,SNACK & BOTTLE SHOP,644 PERSIA Ave,San Francisco,CA,94112,,6677_20170711,2017-07-11T00:00:00,94,Routine - Unscheduled,6677_20170711_103157,OSHA certification no present,Low Risk
69388,Dragoneats,520 Gough St,San Francisco,CA,94102,,69388_20170719,2017-07-19T00:00:00,94,Routine - Unscheduled,69388_20170719_103157,OSHA certification no present,Low Risk
85697,Quickly,3251 20th Ave 160,San Francisco,CA,94132,14155818288,85697_20170714,2017-07-14T00:00:00,,Reinspection/Followup,85697_20170714_103135,No Security Guard On Site,Low Risk
1125,"Peet's Coffee & Tea, Inc",022 Battery St,San Francisco,CA,94111,,1125_20170816,2017-08-16T00:00:00,96,Routine - Unscheduled,1125_20170816_103157,OSHA certification no present,Low Risk
85739,Kawashima's Kitchen,5800 3rd St  C1001,San Francisco,CA,94124,14155234447,85739_20170724,2017-07-24T00:00:00,74,Routine - Unscheduled,85739_20170724_103162,Other low risk violation,Low Risk
3834,SAFEWAY #1507,2020 MARKET St,San Francisco,CA,94114,14155867660,3834_20170209,2017-02-09T00:00:00,90,Routine - Unscheduled,3834_20170209_103162,Other low risk violation,Low Risk
75108,Panchitas Cart,3091 16th St,San Francisco,CA,94103,,75108_20170308,2017-03-08T00:00:00,76,Routine - Unscheduled,75108_20170308_103157,OSHA certification no present,Low Risk
3183,NEW ERITREA RESTAURANT,907 Irving St,San Francisco,CA,94122,,3183_20170126,2017-01-26T00:00:00,91,Routine - Unscheduled,3183_20170126_103157,OSHA certification no present,Low Risk
69492,Bay Area Little John's Candies,1422 Market St,San Francisco,CA,94102,,69492_20170901,2017-09-01T00:00:00,92,Routine - Unscheduled,69492_20170901_103157,OSHA certification no present,Low Risk
62597,J J Fish & Chicken,5100 03rd St,San Francisco,CA,94124,,62597_20170110,2017-01-10T00:00:00,85,Routine - Unscheduled,62597_20170110_103157,OSHA certification no present,Low Risk
3491,Borodudur Restaurant,700 Post St,San Francisco,CA,94109,,3491_20170607,2017-06-07T00:00:00,90,Routine - Unscheduled,3491_20170607_103157,OSHA certification no present,Low Risk
40185,5A5 Steak Lounge,244 Jackson St,San Francisco,CA,94111,,40185_20170222,2017-02-22T00:00:00,94,Routine - Unscheduled,40185_20170222_103162,Other low risk violation,Low Risk
68257,AFC SUSHI at Mollie Stone's #10,635 Portola Dr,San Francisco,CA,94127,14155661600,68257_20170914,2017-09-14T00:00:00,94,Routine - Unscheduled,68257_20170914_103157,OSHA certification no present,Low Risk
2454,San Jalisco,901 South Van Ness Ave,San Francisco,CA,94110,14155648383,2454_20170524,2017-05-24T00:00:00,90,Routine - Unscheduled,2454_20170524_103157,OSHA certification no present,Low Risk
5919,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,San Francisco,CA,94118,14155932422,5919_20170120,2017-01-20T00:00:00,96,Routine - Unscheduled,5919_20170120_103157,OSHA certification no present,Low Risk
1111,SUBWAY 16604,753 POLK St,San Francisco,CA,94109,14155921055,1111_20170302,2017-03-02T00:00:00,90,Routine - Unscheduled,1111_20170302_103157,OSHA certification no present,Low Risk
38306,Napoli Market,1756 Stockton St,San Francisco,CA,94133,,38306_20170213,2017-02-13T00:00:00,94,Routine - Unscheduled,38306_20170213_103157,OSHA certification no present,Low Risk
78215,Mission Chinese Food SF,2234 Mission St,San Francisco,CA,94110,14155862800,78215_20170717,2017-07-17T00:00:00,72,Routine - Unscheduled,78215_20170717_103162,Other low risk violation,Low Risk
32738,Gialina,2842 DIAMOND St,San Francisco,CA,94131,,32738_20170503,2017-05-03T00:00:00,92,Routine - Unscheduled,32738_20170503_103162,Other low risk violation,Low Risk
82105,Five Sweets,1125 Ocean Ave 102,San Francisco,CA,94112,14155683731,82105_20170427,2017-04-27T00:00:00,86,Routine - Unscheduled,82105_20170427_103157,OSHA certification no present,Low Risk
69759,Fish N Gari,1718 Polk St,San Francisco,CA,94109,,69759_20170912,2017-09-12T00:00:00,71,Routine - Unscheduled,69759_20170912_103157,OSHA certification no present,Low Risk
68891,Local Edition,691 Market St,San Francisco,CA,94103,,68891_20170224,2017-02-24T00:00:00,88,Routine - Unscheduled,68891_20170224_103157,OSHA certification no present,Low Risk
70970,H.Q. Bar & Restaurant,1568 HAIGHT St,San Francisco,CA,94117,,70970_20170227,2017-02-27T00:00:00,86,Routine - Unscheduled,70970_20170227_103157,OSHA certification no present,Low Risk
34201,Trouble Coffee Company,4033 Judah St,San Francisco,CA,,,34201_20170802,2017-08-02T00:00:00,92,Routine - Unscheduled,34201_20170802_103157,OSHA certification no present,Low Risk
67235,Steins,731 Clement St,San Francisco,CA,94118,,67235_20170201,2017-02-01T00:00:00,94,Routine - Unscheduled,67235_20170201_103157,OSHA certification no present,Low Risk
36024,R. Image Market,2898 Folsom St,San Francisco,CA,94110,,36024_20170816,2017-08-16T00:00:00,81,Routine - Unscheduled,36024_20170816_103157,OSHA certification no present,Low Risk
38564,Chili Lemon Garlic,518 Bryant St,San Francisco,CA,94107,,38564_20170123,2017-01-23T00:00:00,74,Routine - Unscheduled,38564_20170123_103159,Worker safety hazards,Low Risk
78996,Beeps Burgers,1051 Ocean Ave,San Francisco,CA,94112,14155582650,78996_20170808,2017-08-08T00:00:00,98,Routine - Unscheduled,78996_20170808_103162,Other low risk violation,Low Risk
87594,Shaska Deli Coffee,3406 26th St,San Francisco,CA,94110,14155231846,87594_20170927,2017-09-27T00:00:00,83,Routine - Unscheduled,87594_20170927_103157,OSHA certification no present,Low Risk
10625,Boxed Foods Company,245 Kearny St,San Francisco,CA,94108,,10625_20170927,2017-09-27T00:00:00,79,Routine - Unscheduled,10625_20170927_103157,OSHA certification no present,Low Risk
10625,Boxed Foods Company,245 Kearny St,San Francisco,CA,94108,,10625_20170927,2017-09-27T00:00:00,79,Routine - Unscheduled,10625_20170927_103162,Other low risk violation,Low Risk
5653,S. F. Chowder A Chili Cart,Pier 39,San Francisco,CA,94133,,5653_20170928,2017-09-28T00:00:00,94,Routine - Unscheduled,5653_20170928_103157,OSHA certification no present,Low Risk
79025,Phat Philly,3388 24th St,San Francisco,CA,94110,14155557428,79025_20170928,2017-09-28T00:00:00,92,Routine - Unscheduled,79025_20170928_103157,OSHA certification no present,Low Risk
4787,TONY BALONEY'S,1098 HOWARD St,San Francisco,CA,94103,14155861514,4787_20171002,2017-10-02T00:00:00,86,Routine - Unscheduled,4787_20171002_103157,OSHA certification no present,Low Risk
63503,Mason Street Deli and Market,39 MASON,San Francisco,CA,94102,14155624312,63503_20170929,2017-09-29T00:00:00,88,Routine - Unscheduled,63503_20170929_103157,OSHA certification no present,Low Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,San Francisco,CA,94109,14155882222,320_20171004,2017-10-04T00:00:00,77,Routine - Unscheduled,320_20171004_103157,OSHA certification no present,Low Risk
1249,KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,94110,14155929635,1249_20171002,2017-10-02T00:00:00,78,Routine - Unscheduled,1249_20171002_103157,OSHA certification no present,Low Risk
68189,Silverstone Cafe,3278 24th St,San Francisco,CA,94110,,68189_20171002,2017-10-02T00:00:00,92,Routine - Unscheduled,68189_20171002_103157,OSHA certification no present,Low Risk
88899,Great Steak and Potato,3251 20th Ave 250,San Francisco,CA,94132,14154527265,88899_20171011,2017-10-11T00:00:00,90,Routine - Unscheduled,88899_20171011_103157,OSHA certification no present,Low Risk
86643,Tokyo Express 3,3251 20th Ave 250I,San Francisco,CA,94132,14155569111,86643_20171011,2017-10-11T00:00:00,,Reinspection/Followup,86643_20171011_103162,Other low risk violation,Low Risk
82959,Larkin Street Youth Services,134 Golden Gate Ave,San Francisco,CA,94102,,82959_20171004,2017-10-04T00:00:00,98,Routine - Unscheduled,82959_20171004_103157,OSHA certification no present,Low Risk
75078,Chipotle Mexican Grill #2080,3251 20th Ave OP183,San Francisco,CA,94110,14155413048,75078_20171005,2017-10-05T00:00:00,96,Routine - Unscheduled,75078_20171005_103162,Other low risk violation,Low Risk
9310,La Playa Taqueria,3817 Noriega St,San Francisco,CA,94122,,9310_20171011,2017-10-11T00:00:00,94,Routine - Unscheduled,9310_20171011_103157,OSHA certification no present,Low Risk
89416,Nobhill Pizza & Shawerma,1534 California St,San Francisco,CA,94109,14155772525,89416_20171006,2017-10-06T00:00:00,94,Routine - Unscheduled,89416_20171006_103157,OSHA certification no present,Low Risk
61493,A-1 Liquor & Grocery,4055 Irving St,San Francisco,CA,94122,,61493_20170929,2017-09-29T00:00:00,94,Routine - Unscheduled,61493_20170929_103157,OSHA certification no present,Low Risk
39048,Specialty's Cafe & Bakery,369 Pine St,San Francisco,CA,94104,,39048_20171005,2017-10-05T00:00:00,96,Routine - Unscheduled,39048_20171005_103162,Other low risk violation,Low Risk
23068,El Cafetazo,3087 16th St,San Francisco,CA,94103,,23068_20171011,2017-10-11T00:00:00,80,Routine - Unscheduled,23068_20171011_103157,OSHA certification no present,Low Risk
85766,Domino's#8418,3116 Noriega St #38th,San Francisco,CA,94122,14155688100,85766_20171006,2017-10-06T00:00:00,94,Routine - Unscheduled,85766_20171006_103157,OSHA certification no present,Low Risk
78844,Cafe La Flore 1,1032 Clement St,San Francisco,CA,94118,,78844_20171010,2017-10-10T00:00:00,80,Routine - Unscheduled,78844_20171010_103162,Other low risk violation,Low Risk
2777,Starbucks Coffee,052 California St,San Francisco,CA,94111,14155398630,2777_20171003,2017-10-03T00:00:00,94,Routine - Unscheduled,2777_20171003_103157,OSHA certification no present,Low Risk
64525,Loving Hut Vegan Cuisine,524 Irving St,San Francisco,CA,94122,,64525_20171010,2017-10-10T00:00:00,76,Routine - Unscheduled,64525_20171010_103157,OSHA certification no present,Low Risk
994,RAILROAD EXPRESSO CAFE,705 \ Blvd,San Francisco,CA,94127,14155334009,994_20160810,2016-08-10T00:00:00,88,Routine - Unscheduled,994_20160810_103157,OSHA certification no present,Low Risk
994,RAILROAD EXPRESSO CAFE,705 \ Blvd,San Francisco,CA,94127,14155334009,994_20171010,2017-10-10T00:00:00,96,Routine - Unscheduled,994_20171010_103157,OSHA certification no present,Low Risk
81471,New Tree Cafe,311 California St,San Francisco,CA,94104,14155781185,81471_20171011,2017-10-11T00:00:00,84,Routine - Unscheduled,81471_20171011_103162,Other low risk violation,Low Risk
64790,Locali Mediterranean,98 Battery St #B,San Francisco,CA,94111,,64790_20171017,2017-10-17T00:00:00,94,Routine - Unscheduled,64790_20171017_103157,OSHA certification no present,Low Risk
298,Bamboo Restaurant,1441 Polk St,San Francisco,CA,94109,,298_20171017,2017-10-17T00:00:00,92,Routine - Unscheduled,298_20171017_103157,OSHA certification no present,Low Risk
75649,Chairman Truck,428 11th St,San Francisco,CA,94103,,75649_20170912,2017-09-12T00:00:00,,Routine - Scheduled,75649_20170912_103157,OSHA certification no present,Low Risk
76958,7 Eleven #2366-35722A,4850 Geary Blvd,San Francisco,CA,94118,,76958_20171016,2017-10-16T00:00:00,86,Routine - Unscheduled,76958_20171016_103162,Other low risk violation,Low Risk
75681,Tokyo Express Battery,77 Battery St Suite 100,San Francisco,CA,94111,,75681_20171017,2017-10-17T00:00:00,78,Routine - Unscheduled,75681_20171017_103162,Other low risk violation,Low Risk
68121,Hot Pot Garden,1055 Taraval St,San Francisco,CA,94116,,68121_20171018,2017-10-18T00:00:00,96,Routine - Unscheduled,68121_20171018_103157,OSHA certification no present,Low Risk
7745,"Cost Plus, Inc",2552 Taylor St,San Francisco,CA,94133,,7745_20171017,2017-10-17T00:00:00,92,Routine - Unscheduled,7745_20171017_103157,OSHA certification no present,Low Risk
89305,Golden Coast Restaurant,1540 Ocean St,San Francisco,CA,94112,14155608877,89305_20171012,2017-10-12T00:00:00,,Reinspection/Followup,89305_20171012_103162,Other low risk violation,Low Risk
64790,Locali Mediterranean,98 Battery St #B,San Francisco,CA,94111,,64790_20171017,2017-10-17T00:00:00,94,Routine - Unscheduled,64790_20171017_103162,Other low risk violation,Low Risk
59153,Union Square Sports Bar,115 Mason St,San Francisco,CA,94102,,59153_20171018,2017-10-18T00:00:00,84,Routine - Unscheduled,59153_20171018_103157,OSHA certification no present,Low Risk
70017,Co Nam,1653 Polk St,San Francisco,CA,94109,,70017_20171011,2017-10-11T00:00:00,90,Routine - Unscheduled,70017_20171011_103157,OSHA certification no present,Low Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,San Francisco,CA,94109,14155882222,320_20171017,2017-10-17T00:00:00,,Reinspection/Followup,320_20171017_103157,OSHA certification no present,Low Risk
2659,HUNAN CHEF,525 CORTLAND Ave,San Francisco,CA,94110,,2659_20171016,2017-10-16T00:00:00,81,Routine - Unscheduled,2659_20171016_103157,OSHA certification no present,Low Risk
7211,RELIANCE MARKET,699 Castro St,San Francisco,CA,94114,14155864787,7211_20171018,2017-10-18T00:00:00,88,Routine - Unscheduled,7211_20171018_103157,OSHA certification no present,Low Risk
91459,Kui Shin Bo #2,1424 Lombard St,San Francisco,CA,94109,14155305106,91459_20171018,2017-10-18T00:00:00,77,Routine - Unscheduled,91459_20171018_103157,OSHA certification no present,Low Risk
81365,The Epicurean Trader,401 Cortland Ave,San Francisco,CA,94110,14155603407,81365_20171016,2017-10-16T00:00:00,98,Routine - Unscheduled,81365_20171016_103157,OSHA certification no present,Low Risk
36685,"Muddy Waters Coffee House, Inc.",1304 Valencia St,San Francisco,CA,94110,,36685_20171012,2017-10-12T00:00:00,90,Routine - Unscheduled,36685_20171012_103157,OSHA certification no present,Low Risk
74436,Tenderloin Grocery & Liquor,62 Turk St,San Francisco,CA,94102,,74436_20171013,2017-10-13T00:00:00,96,Routine - Unscheduled,74436_20171013_103157,OSHA certification no present,Low Risk
83415,La Capra Coffee,360 03rd St Suite 101,San Francisco,CA,94107,,83415_20171012,2017-10-12T00:00:00,87,Routine - Unscheduled,83415_20171012_103157,OSHA certification no present,Low Risk
74202,Coffeeshop - 3139 Mission,3139 Mission St,San Francisco,CA,94110,14155363802,74202_20171020,2017-10-20T00:00:00,94,Routine - Unscheduled,74202_20171020_103157,OSHA certification no present,Low Risk
86774,J & O School Lunch,3801 Balboa St,San Francisco,CA,94121,14155263257,86774_20171020,2017-10-20T00:00:00,96,Routine - Unscheduled,86774_20171020_103157,OSHA certification no present,Low Risk
87951,Wok Station Inc,2154 Irving St,San Francisco,CA,94122,14155639998,87951_20171023,2017-10-23T00:00:00,81,Routine - Unscheduled,87951_20171023_103157,OSHA certification no present,Low Risk
71831,Cafe Terminus,16 California St,San Francisco,CA,94111,,71831_20171020,2017-10-20T00:00:00,80,Routine - Unscheduled,71831_20171020_103162,Other low risk violation,Low Risk
87951,Wok Station Inc,2154 Irving St,San Francisco,CA,94122,14155639998,87951_20171023,2017-10-23T00:00:00,81,Routine - Unscheduled,87951_20171023_103135,No Security Guard On Site,Low Risk
2240,Le Regency,18 California St,San Francisco,CA,94108,,2240_20171020,2017-10-20T00:00:00,79,Routine - Unscheduled,2240_20171020_103157,OSHA certification no present,Low Risk
1850,Battery Street Coffee Roastery,950 Battery St,San Francisco,CA,94111,,1850_20171106,2017-11-06T00:00:00,92,Routine - Unscheduled,1850_20171106_103162,Other low risk violation,Low Risk
59828,Tip Top Market,84 Turk St,San Francisco,CA,94102,,59828_20171102,2017-11-02T00:00:00,82,Routine - Unscheduled,59828_20171102_103157,OSHA certification no present,Low Risk
86814,Sunny Wheatfield Café Inc,2305 Irving St,San Francisco,CA,94122,14155681988,86814_20171031,2017-10-31T00:00:00,92,Routine - Unscheduled,86814_20171031_103135,No Security Guard On Site,Low Risk
83567,"Williams-Sonoma, Inc.",151 Union St,San Francisco,CA,94111,,83567_20171106,2017-11-06T00:00:00,90,Routine - Unscheduled,83567_20171106_103157,OSHA certification no present,Low Risk
1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,,1598_20171106,2017-11-06T00:00:00,,Reinspection/Followup,1598_20171106_103159,Worker safety hazards,Low Risk
18874,North Beach Market and Deli,536 Broadway St,San Francisco,CA,94133,,18874_20171030,2017-10-30T00:00:00,96,Routine - Unscheduled,18874_20171030_103157,OSHA certification no present,Low Risk
91253,Ohana Poke and Salad Bar,605 Kearny St,San Francisco,CA,94108,,91253_20171031,2017-10-31T00:00:00,82,Routine - Unscheduled,91253_20171031_103157,OSHA certification no present,Low Risk
65238,La Quinta Restaurant,2425 MISSION St,San Francisco,CA,94110,,65238_20171107,2017-11-07T00:00:00,87,Routine - Unscheduled,65238_20171107_103157,OSHA certification no present,Low Risk
63413,Mymy,1500 California St,San Francisco,CA,94109,14155807466,63413_20171030,2017-10-30T00:00:00,94,Routine - Unscheduled,63413_20171030_103157,OSHA certification no present,Low Risk
82058,Hillside Supper Club,300 Precita Ave,San Francisco,CA,94110,,82058_20171101,2017-11-01T00:00:00,87,Routine - Unscheduled,82058_20171101_103157,OSHA certification no present,Low Risk
66679,New Woey Loy Goey Restaurant,699 Jackson St,San Francisco,CA,94133,,66679_20171108,2017-11-08T00:00:00,70,Routine - Unscheduled,66679_20171108_103157,OSHA certification no present,Low Risk
18874,North Beach Market and Deli,536 Broadway St,San Francisco,CA,94133,,18874_20171030,2017-10-30T00:00:00,96,Routine - Unscheduled,18874_20171030_103162,Other low risk violation,Low Risk
1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,,1598_20171027,2017-10-27T00:00:00,85,Routine - Unscheduled,1598_20171027_103159,Worker safety hazards,Low Risk
2664,Alice's Restaurant,1599 Sanchez St,San Francisco,CA,94131,14155288999,2664_20171031,2017-10-31T00:00:00,88,Routine - Unscheduled,2664_20171031_103157,OSHA certification no present,Low Risk
35221,Golden Flower Vietnamese Restaurant,667 Jackson St,San Francisco,CA,94133,,35221_20171108,2017-11-08T00:00:00,79,Routine - Unscheduled,35221_20171108_103157,OSHA certification no present,Low Risk
1852,Pat's Cafe,2330 Taylor St,San Francisco,CA,94133,,1852_20171026,2017-10-26T00:00:00,86,Routine - Unscheduled,1852_20171026_103157,OSHA certification no present,Low Risk
69705,Daniel's Cafe,154 Ellis St,San Francisco,CA,94102,,69705_20171026,2017-10-26T00:00:00,94,Routine - Unscheduled,69705_20171026_103157,OSHA certification no present,Low Risk
90236,Pho Dong Huong,667 Monterey Blvd,San Francisco,CA,94127,14155495048,90236_20171102,2017-11-02T00:00:00,,Reinspection/Followup,90236_20171102_103162,Other low risk violation,Low Risk
483,Maykadeh Restaurant,470 Green St,San Francisco,CA,94133,,483_20171030,2017-10-30T00:00:00,96,Routine - Unscheduled,483_20171030_103162,Other low risk violation,Low Risk
73871,Grand Hotpot Lounge Inc.,3565 Geary Blvd,San Francisco,CA,94118,14155307082,73871_20171106,2017-11-06T00:00:00,81,Routine - Unscheduled,73871_20171106_103135,No Security Guard On Site,Low Risk
79626,Bubble Cafe,1788 32nd Ave,San Francisco,CA,94122,14155832940,79626_20171108,2017-11-08T00:00:00,86,Routine - Unscheduled,79626_20171108_103135,No Security Guard On Site,Low Risk
76729,Quetzal,1234 Polk St,San Francisco,CA,94109,,76729_20160504,2016-05-04T00:00:00,82,Routine - Unscheduled,76729_20160504_103162,Other low risk violation,Low Risk
90878,Jiffy Dog,2175 Market St (N),San Francisco,CA,94114,14155604012,90878_20171109,2017-11-09T00:00:00,92,Routine - Unscheduled,90878_20171109_103157,OSHA certification no present,Low Risk
4900,HOME SERVICE MARKET,1700 HAYES St,San Francisco,CA,94117,,4900_20171116,2017-11-16T00:00:00,94,Routine - Unscheduled,4900_20171116_103162,Other low risk violation,Low Risk
59215,Enjoy Vegetarian Restaurant #2,839 Kearny St,San Francisco,CA,94108,,59215_20171113,2017-11-13T00:00:00,94,Routine - Unscheduled,59215_20171113_103157,OSHA certification no present,Low Risk
68321,Capo's,641 Vallejo St,San Francisco,CA,94133,,68321_20171108,2017-11-08T00:00:00,84,Routine - Unscheduled,68321_20171108_103159,Worker safety hazards,Low Risk
76729,Quetzal,1234 Polk St,San Francisco,CA,94109,,76729_20160504,2016-05-04T00:00:00,82,Routine - Unscheduled,76729_20160504_103157,OSHA certification no present,Low Risk
2418,MANIVANH THAI RESTAURANT,2732 24th St,San Francisco,CA,94110,,2418_20171113,2017-11-13T00:00:00,80,Routine - Unscheduled,2418_20171113_103157,OSHA certification no present,Low Risk
5210,FIRST BAPTIST CHURCH,22 WALLER St,San Francisco,CA,94102,14155863382,5210_20171116,2017-11-16T00:00:00,94,Routine - Unscheduled,5210_20171116_103157,OSHA certification no present,Low Risk
79626,Bubble Cafe,1788 32nd Ave,San Francisco,CA,94122,14155832940,79626_20171108,2017-11-08T00:00:00,86,Routine - Unscheduled,79626_20171108_103157,OSHA certification no present,Low Risk
